,image_path,uniq_id,label,First_category,image,width,height,definition,image_224x224
559,../Data\Images\8c81ed9792bee1c2d6c3b8289d80eece.jpg,8c81ed9792bee1c2d6c3b8289d80eece,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=885x1205 at 0x1580F609090>,885,1205,1066425,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F608B10>
560,../Data\Images\c205b200b10aab43be31df8fc1db6d86.jpg,c205b200b10aab43be31df8fc1db6d86,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1360 at 0x1580F609590>,768,1360,1044480,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F609010>
561,../Data\Images\49658948b5f4eb06a3ddc2fa75eb41d0.jpg,49658948b5f4eb06a3ddc2fa75eb41d0,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1200x1464 at 0x1580F609A90>,1200,1464,1756800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F609510>
562,../Data\Images\3693c4e7f7efb47edb3d9eec067ffd93.jpg,3693c4e7f7efb47edb3d9eec067ffd93,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=254x400 at 0x1580F609F90>,254,400,101600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F609A10>
563,../Data\Images\e15195f2a5ebaa2168ccd65324e65e8e.jpg,e15195f2a5ebaa2168ccd65324e65e8e,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=464x711 at 0x1580F60A490>,464,711,329904,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F609F10>
564,../Data\Images\7037dbd17682322c89bdf7203b403381.jpg,7037dbd17682322c89bdf7203b403381,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=432x696 at 0x1580F60A990>,432,696,300672,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60A410>
565,../Data\Images\51eb5d22eda4be2a409a336651c50bb1.jpg,51eb5d22eda4be2a409a336651c50bb1,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=172x511 at 0x1580F60AE90>,172,511,87892,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60A910>
566,../Data\Images\ac209ee3c602efed4ff093854a4ade06.jpg,ac209ee3c602efed4ff093854a4ade06,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=290x1028 at 0x1580F60B390>,290,1028,298120,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60A950>
567,../Data\Images\97fba8a02361aa56eaa9fa51bc1d7661.jpg,97fba8a02361aa56eaa9fa51bc1d7661,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x836 at 0x1580F60B890>,350,836,292600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60B310>
568,../Data\Images\f559fdabbcc1f4980f215f847bfdd589.jpg,f559fdabbcc1f4980f215f847bfdd589,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1078x1360 at 0x1580F60BD90>,1078,1360,1466080,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60B810>
569,../Data\Images\9412b6fe7b97e405def91f24f064c547.jpg,9412b6fe7b97e405def91f24f064c547,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=368x1024 at 0x1580F6182D0>,368,1024,376832,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F60BD10>
570,../Data\Images\7616c21074fe889defce033dcd0d7cb6.jpg,7616c21074fe889defce033dcd0d7cb6,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=569x1000 at 0x1580F6187D0>,569,1000,569000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F618250>
571,../Data\Images\d0e09eaa7fcc9e7de3349959800d2141.jpg,d0e09eaa7fcc9e7de3349959800d2141,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=554x1360 at 0x1580F618CD0>,554,1360,753440,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F618750>
572,../Data\Images\2cbad7ead8eb8dd92823b9f525c87b9c.jpg,2cbad7ead8eb8dd92823b9f525c87b9c,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=415x1193 at 0x1580F6191D0>,415,1193,495095,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F618C50>
573,../Data\Images\8fffcfe66dfde658580f98f6e28a6a46.jpg,8fffcfe66dfde658580f98f6e28a6a46,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=819x457 at 0x1580F6196D0>,819,457,374283,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F619150>
574,../Data\Images\a1a266a37d38f7ce41d11f1868d8c9bf.jpg,a1a266a37d38f7ce41d11f1868d8c9bf,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=335x1024 at 0x1580F619BD0>,335,1024,343040,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F619650>
575,../Data\Images\144a5e05bd6e69535c53366a805a8b5f.jpg,144a5e05bd6e69535c53366a805a8b5f,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=441x726 at 0x1580F61A0D0>,441,726,320166,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F619B50>
576,../Data\Images\c7207128c680a437e1cad834a8880007.jpg,c7207128c680a437e1cad834a8880007,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x836 at 0x1580F61A5D0>,500,836,418000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61A050>
577,../Data\Images\059bc43e03e1824a9ab6466e32e5f137.jpg,059bc43e03e1824a9ab6466e32e5f137,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=442x1360 at 0x1580F61AAD0>,442,1360,601120,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61A550>
578,../Data\Images\5338c00e0ddaec0f3af737077e0bbd91.jpg,5338c00e0ddaec0f3af737077e0bbd91,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=595x1360 at 0x1580F61AFD0>,595,1360,809200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61AA50>
579,../Data\Images\6c53dbd7a9d43744920bfae3bc06327f.jpg,6c53dbd7a9d43744920bfae3bc06327f,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=391x974 at 0x1580F61B4D0>,391,974,380834,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61AF50>
580,../Data\Images\6f9c169adda9b562a841a9cf54b16f06.jpg,6f9c169adda9b562a841a9cf54b16f06,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=257x600 at 0x1580F61B9D0>,257,600,154200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61B450>
581,../Data\Images\15a0364d0efc54d4e272a49f85b149fc.jpg,15a0364d0efc54d4e272a49f85b149fc,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=425x1205 at 0x1580F61BED0>,425,1205,512125,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61B950>
582,../Data\Images\a7bd63ef1d3b345d7f9a162865bb7c0d.jpg,a7bd63ef1d3b345d7f9a162865bb7c0d,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1068x1440 at 0x1580F620410>,1068,1440,1537920,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F61BE50>
583,../Data\Images\35a68b44bef47a809314493d28535b9d.jpg,35a68b44bef47a809314493d28535b9d,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=522x1360 at 0x1580F620910>,522,1360,709920,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F620390>
584,../Data\Images\8748b6cd9f03afc539f246c55e230502.jpg,8748b6cd9f03afc539f246c55e230502,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=930x1360 at 0x1580F620E10>,930,1360,1264800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F620890>
585,../Data\Images\a70ea60f971825b2eb57261029f317ec.jpg,a70ea60f971825b2eb57261029f317ec,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=978x1360 at 0x1580F621310>,978,1360,1330080,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F620D90>
586,../Data\Images\87e0ba259a84a10580bd659466e73e23.jpg,87e0ba259a84a10580bd659466e73e23,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=785x1235 at 0x1580F621810>,785,1235,969475,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F621290>
587,../Data\Images\6b04c746cac2aa811d7a8753e54dc96e.jpg,6b04c746cac2aa811d7a8753e54dc96e,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=813x2116 at 0x1580F621D10>,813,2116,1720308,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F621790>
588,../Data\Images\156bcd3aba1838a2b6bad856654db964.jpg,156bcd3aba1838a2b6bad856654db964,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=509x928 at 0x1580F622210>,509,928,472352,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F621C90>
589,../Data\Images\621a88993a7033df3440ec816c2e386f.jpg,621a88993a7033df3440ec816c2e386f,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x948 at 0x1580F622710>,1100,948,1042800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F622190>
590,../Data\Images\25ce025c38c55f28fd0ea3bb0200df79.jpg,25ce025c38c55f28fd0ea3bb0200df79,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=544x1000 at 0x1580F622C10>,544,1000,544000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F622690>
591,../Data\Images\62a1044ba64031b9e40f98a4fb890d9d.jpg,62a1044ba64031b9e40f98a4fb890d9d,4,Home Furnishing,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x552 at 0x1580F623110>,1100,552,607200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F622B90>
592,../Data\Images\9ec6285cc619688d787d641cb87c10d6.jpg,9ec6285cc619688d787d641cb87c10d6,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=668x1000 at 0x1580F623610>,668,1000,668000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F623090>
593,../Data\Images\87f256eeace1a0c2b1f934f061646da5.jpg,87f256eeace1a0c2b1f934f061646da5,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1768x5192 at 0x1580F623B10>,1768,5192,9179456,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F623590>
594,../Data\Images\3589e80e8f7f3f3a5b65447389b90c2e.jpg,3589e80e8f7f3f3a5b65447389b90c2e,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1808x3340 at 0x1580F62C050>,1808,3340,6038720,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F6235D0>
595,../Data\Images\dde89969aecfa2c5245e8059c660b139.jpg,dde89969aecfa2c5245e8059c660b139,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1365x1365 at 0x1580F62C550>,1365,1365,1863225,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F623F90>
596,../Data\Images\e4922f01eda047582cd72e9d1063ab7a.jpg,e4922f01eda047582cd72e9d1063ab7a,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2536x3305 at 0x1580F62CA50>,2536,3305,8381480,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62C4D0>
597,../Data\Images\30ab693b54e99a469a1152b5db14aa40.jpg,30ab693b54e99a469a1152b5db14aa40,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1000x752 at 0x1580F62CF50>,1000,752,752000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62C9D0>
598,../Data\Images\291d5ff1e50dac3058cf10578f692085.jpg,291d5ff1e50dac3058cf10578f692085,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=888x1328 at 0x1580F62D450>,888,1328,1179264,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62CED0>
599,../Data\Images\84b2e623a4a4327b88f7fe197a09be31.jpg,84b2e623a4a4327b88f7fe197a09be31,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x791 at 0x1580F62D950>,1061,791,839251,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62D3D0>
600,../Data\Images\20a06aad5f04727dd54bf13dd5923518.jpg,20a06aad5f04727dd54bf13dd5923518,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1357x514 at 0x1580F62DE50>,1357,514,697498,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62D8D0>
601,../Data\Images\5e52d6ce133e5307814f9f3eedc5806d.jpg,5e52d6ce133e5307814f9f3eedc5806d,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1011x1066 at 0x1580F62E350>,1011,1066,1077726,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62DDD0>
602,../Data\Images\c91f9dc1fdd8b4d60c6b2a2b607e3e8f.jpg,c91f9dc1fdd8b4d60c6b2a2b607e3e8f,6,Watches,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=974x1480 at 0x1580F62E850>,974,1480,1441520,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62E2D0>
603,../Data\Images\baa093d149982b010ab72ecbeec6110f.jpg,baa093d149982b010ab72ecbeec6110f,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x557 at 0x1580F62ED50>,1100,557,612700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62E7D0>
604,../Data\Images\85aec4bf3185da7ebcc45003429cbfe2.jpg,85aec4bf3185da7ebcc45003429cbfe2,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x708 at 0x1580F62F250>,1100,708,778800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62ECD0>
605,../Data\Images\bcb8e456728013a90ba66ab3b1b783ad.jpg,bcb8e456728013a90ba66ab3b1b783ad,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x707 at 0x1580F62F750>,1100,707,777700,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62F1D0>
606,../Data\Images\afc829d45be38102afaa20f4bce2f627.jpg,afc829d45be38102afaa20f4bce2f627,1,Beauty and Personal Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3139x1853 at 0x1580F62FC50>,3139,1853,5816567,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62F6D0>
607,../Data\Images\1fb0fc88acf0dc6ab9528c26252447e6.jpg,1fb0fc88acf0dc6ab9528c26252447e6,1,Beauty and Personal Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x873 at 0x1580F638190>,1100,873,960300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F62FBD0>
608,../Data\Images\42a8fef62716772c391fbdd148cc9c16.jpg,42a8fef62716772c391fbdd148cc9c16,1,Beauty and Personal Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=918x1456 at 0x1580F638690>,918,1456,1336608,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F638110>
609,../Data\Images\08bdf59c9dcb241e3a57eb4f3729ec70.jpg,08bdf59c9dcb241e3a57eb4f3729ec70,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x456 at 0x1580F638B90>,1100,456,501600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F638610>
610,../Data\Images\2414e4b7e5948263b8dbb4843557be4d.jpg,2414e4b7e5948263b8dbb4843557be4d,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2424x2115 at 0x1580F639090>,2424,2115,5126760,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F638B10>
611,../Data\Images\e0e261a0d4fd2ffdcbcad324e91a0dd4.jpg,e0e261a0d4fd2ffdcbcad324e91a0dd4,4,Home Furnishing,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=940x1100 at 0x1580F639590>,940,1100,1034000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F639010>
612,../Data\Images\44218245b37581c534038cc27d081093.jpg,44218245b37581c534038cc27d081093,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1095x1100 at 0x1580F639A90>,1095,1100,1204500,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F639510>
613,../Data\Images\4e03d4e81e6a876f512536f6a57c053e.jpg,4e03d4e81e6a876f512536f6a57c053e,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=856x1100 at 0x1580F639F90>,856,1100,941600,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F639A10>
614,../Data\Images\4589c5021b21525b4779260f7e86f355.jpg,4589c5021b21525b4779260f7e86f355,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x1058 at 0x1580F63A490>,1100,1058,1163800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F639F10>
615,../Data\Images\5ea8ddb8a5104c5d47c708e8a351e701.jpg,5ea8ddb8a5104c5d47c708e8a351e701,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=323x1100 at 0x1580F63A990>,323,1100,355300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63A410>
616,../Data\Images\99b5905a1079edc2744b06a4049719e0.jpg,99b5905a1079edc2744b06a4049719e0,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1892x1842 at 0x1580F63AE90>,1892,1842,3485064,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63A910>
617,../Data\Images\6e812fbc03331ab363789b0f2d6b3ff2.jpg,6e812fbc03331ab363789b0f2d6b3ff2,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1488x1224 at 0x1580F63B390>,1488,1224,1821312,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63AE10>
618,../Data\Images\aa41433dfba2c7561fa30be3fed1e8f0.jpg,aa41433dfba2c7561fa30be3fed1e8f0,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1000x880 at 0x1580F63B890>,1000,880,880000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63B310>
619,../Data\Images\4e5ebfc871992e7e22365c0c036a1b89.jpg,4e5ebfc871992e7e22365c0c036a1b89,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1294x1409 at 0x1580F63BD90>,1294,1409,1823246,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63B810>
620,../Data\Images\8a184fe2c82ba6a17fbe07f94d0dd875.jpg,8a184fe2c82ba6a17fbe07f94d0dd875,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=826x1000 at 0x1580F6482D0>,826,1000,826000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F63BD10>
621,../Data\Images\46ca672fdfff8a1b3641642a9795344a.jpg,46ca672fdfff8a1b3641642a9795344a,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=530x700 at 0x1580F6487D0>,530,700,371000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F648250>
622,../Data\Images\672d1c3272eae4586eb5994fe408c12a.jpg,672d1c3272eae4586eb5994fe408c12a,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x731 at 0x1580F648CD0>,1100,731,804100,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F648290>
623,../Data\Images\0991e8d8f884003ab18890971191085d.jpg,0991e8d8f884003ab18890971191085d,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=700x364 at 0x1580F6491D0>,700,364,254800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F648C50>
624,../Data\Images\e10cbc680042d27fb747db2ac8e7a585.jpg,e10cbc680042d27fb747db2ac8e7a585,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=608x1398 at 0x1580F6496D0>,608,1398,849984,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F649150>
625,../Data\Images\0a3b5fdf77a361c2d7d9b29c259b8c4e.jpg,0a3b5fdf77a361c2d7d9b29c259b8c4e,3,Home Decor & Festive Needs,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=999x1100 at 0x1580F649BD0>,999,1100,1098900,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F649650>
626,../Data\Images\73901494efea71869576898c68b5eee4.jpg,73901494efea71869576898c68b5eee4,4,Home Furnishing,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=753x1100 at 0x1580F64A0D0>,753,1100,828300,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F649B50>
627,../Data\Images\e47b9f88b773b3fd97ab3b51642ff6fb.jpg,e47b9f88b773b3fd97ab3b51642ff6fb,1,Beauty and Personal Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1157x704 at 0x1580F64A5D0>,1157,704,814528,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64A050>
628,../Data\Images\6ed4eb71c0707f1d6fdddcf62562cb02.jpg,6ed4eb71c0707f1d6fdddcf62562cb02,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x529 at 0x1580F64AAD0>,1100,529,581900,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64A550>
629,../Data\Images\9d3ca83f7017d6e9e129964e88503ff0.jpg,9d3ca83f7017d6e9e129964e88503ff0,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=880x1000 at 0x1580F64AFD0>,880,1000,880000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64AA50>
630,../Data\Images\d774c05556d3de1f991d1a46e204a0ad.jpg,d774c05556d3de1f991d1a46e204a0ad,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1433x1387 at 0x1580F64B4D0>,1433,1387,1987571,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64AF50>
631,../Data\Images\e40e9b4ae48e452dc407d299b467d0c3.jpg,e40e9b4ae48e452dc407d299b467d0c3,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1066x1064 at 0x1580F64B9D0>,1066,1064,1134224,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64B450>
632,../Data\Images\96bc1fbb83ad5a2c0441d132fe8bcf97.jpg,96bc1fbb83ad5a2c0441d132fe8bcf97,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=770x897 at 0x1580F64BED0>,770,897,690690,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64B950>
633,../Data\Images\a51b2c34b3d5a6e5d0591ee6e0b4d335.jpg,a51b2c34b3d5a6e5d0591ee6e0b4d335,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1130x1428 at 0x1580F654410>,1130,1428,1613640,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F64BE50>
634,../Data\Images\32da1bbf4f523bc8a8735701ce4b7726.jpg,32da1bbf4f523bc8a8735701ce4b7726,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1440x1248 at 0x1580F654910>,1440,1248,1797120,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F654390>
635,../Data\Images\e3ae62ed831fd8b4c20e1742c30d35b5.jpg,e3ae62ed831fd8b4c20e1742c30d35b5,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1504x1280 at 0x1580F654E10>,1504,1280,1925120,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F654890>
636,../Data\Images\a378736c1510a13966b42c2d6462f526.jpg,a378736c1510a13966b42c2d6462f526,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1039x1294 at 0x1580F655310>,1039,1294,1344466,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F654D90>
637,../Data\Images\dc0b5ef48b4c132d0651613a9c1e8e40.jpg,dc0b5ef48b4c132d0651613a9c1e8e40,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1405x1035 at 0x1580F655810>,1405,1035,1454175,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F655290>
638,../Data\Images\aa68675f50a0551b8dadb954017a50a1.jpg,aa68675f50a0551b8dadb954017a50a1,5,Kitchen & Dining,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=3600x1188 at 0x1580F655D10>,3600,1188,4276800,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F655790>
639,../Data\Images\aeb421e416716d5f037d50e8c3b14cd7.jpg,aeb421e416716d5f037d50e8c3b14cd7,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=854x1336 at 0x1580F656210>,854,1336,1140944,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F655C90>
640,../Data\Images\6d460d2e12ff7c84cb6b9af783d465ae.jpg,6d460d2e12ff7c84cb6b9af783d465ae,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2906x2378 at 0x1580F656710>,2906,2378,6910468,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F656190>
641,../Data\Images\eaed0897074ee52230ff6c6d73c18dd4.jpg,eaed0897074ee52230ff6c6d73c18dd4,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2608x1984 at 0x1580F656C10>,2608,1984,5174272,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F656690>
642,../Data\Images\4d638f7a608a76db27cd7bab13582a93.jpg,4d638f7a608a76db27cd7bab13582a93,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=660x1063 at 0x1580F657110>,660,1063,701580,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F656B90>
643,../Data\Images\86a39f77de21aa9654e8ea03335244fc.jpg,86a39f77de21aa9654e8ea03335244fc,2,Computers,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1100x832 at 0x1580F657610>,1100,832,915200,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F657090>
644,../Data\Images\68b32e026c109c1bae017d024dd8f590.jpg,68b32e026c109c1bae017d024dd8f590,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2456x2072 at 0x1580F657B10>,2456,2072,5088832,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F657590>
645,../Data\Images\31376e77d4621c06a45440d42b9fe2ac.jpg,31376e77d4621c06a45440d42b9fe2ac,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=612x1000 at 0x1580F664050>,612,1000,612000,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F657A90>
646,../Data\Images\f79ad10ae634dcfdab6625790d5c5d54.jpg,f79ad10ae634dcfdab6625790d5c5d54,0,Baby Care,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=928x1832 at 0x1580F664550>,928,1832,1700096,<PIL.Image.Image image mode=RGB size=224x224 at 0x1580F657F90>
